DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.01.06-16.29.30, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.738118ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.094511ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2016.01.06-16.29.31, HierarchicalDDC, Duration=0.040200ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__E382EECA4C24A5DC232BE9247DC197F6B8DC702B, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.089377ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__67B45977DAEC48FA9C18EFBA3BE582AF431E813E, StartTime=2016.01.06-16.29.31, HierarchicalDDC, Duration=0.025656ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__1380E9E5B67F360AFCB4C5A6C93158D79092F47B, StartTime=2016.01.06-16.29.31, HierarchicalDDC, Duration=0.025231ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__18DD853840B0F872014C7A0CC5CED56A7A5D3CC6, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.059016ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__752C88E79A6EEA422A7F7F21AFBC340AAA71BCC3, StartTime=2016.01.06-16.29.31, HierarchicalDDC, Duration=0.021812ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89A4A1B64CC9699371EF9AABCB127__761A5490E51E8BC304AADFB493900B1523AD09CF, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.086814ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__E54ACD4270C98C672E017FC37F0607C2A873A36F, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=3565 bytes, Retrieved=true, Duration=0.070136ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1094F7934F97B6F724061B90C19A8E55_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__93D16C78FFABBF25A8FB7F44F21B69B0390FF3A3, StartTime=2016.01.06-16.29.31, HierarchicalDDC, Duration=0.025660ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_1, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_CA__2D8B2483DC0CF9D0E3709FFF081377CAF394F574, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.099212ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_2, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_97A0BECC4C251FC1E__76A39A91F9F928692A60BFE83F4D5BEBD7CD567D, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.045329ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_3, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97A0BECC4C251FC1EC8CB3B8C9097E6__412433F973340BC04B876D599045FC9FCDB5D22F, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.065003ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_4, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_28__25E53BC5B4A2F3BD17C0DA95F99FAA5E7B2F3158, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=289433 bytes, Retrieved=true, Duration=0.279251ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_5, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_FC4B961048D22E2EF__040731B918ED5216CA40AAA55888B1F7920613A0, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.059441ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_6, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FC4B961048D22E2EF4F1078C8C18684__BB6BCFBC71B608DB753E9345E246B9369403EF1E, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=109684 bytes, Retrieved=true, Duration=0.116751ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_7, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_38__87168EAEAC2CB19EC343FA73D9692813EAD3074D, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=2858 bytes, Retrieved=true, Duration=0.063717ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_8, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_F52EBC934853577C3__82325060189741FCF65AA647E6F91C1DCDC17A67, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=394 bytes, Retrieved=true, Duration=0.068851ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
DDCTransactionId1D7F65204F446014C8C1EFB40DD8C77F_9, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F52EBC934853577C3C5DC087E230336__4545BA028233B70D31CAC737DC5B3993A6C9FF5C, StartTime=2016.01.06-16.29.31, HierarchicalDDC, DataSize=1177 bytes, Retrieved=true, Duration=0.061583ms, RunGuid=RunID413328EC40EC41F153389EB5D2F08E6C
